account_id,customer_id,account_open_date,account_type,branch_id
ACC000186,2bd8e607-0978-4ef3-981c-59db52d29d2b,2023-07-13,CHECKING,BRN014
ACC000187,a673b2b5-e747-4063-b07c-7ad831be0636,2023-12-23,CREDIT_CARD,BRN014
ACC000188,7420d008-36f2-44e3-bba7-b1d5702cb3b6,2022-10-04,SAVINGS,BRN005
ACC000189,d6895ec1-9f4b-440c-9224-b0c2e8bae2ed,2022-10-30,CHECKING,BRN011
ACC000190,3b53c9c0-2be0-49ad-bee1-3ddb96051006,2024-02-08,SAVINGS,BRN047
ACC000191,2964b8c7-8820-4a4d-a590-fe7b37067c32,2022-05-25,CREDIT_CARD,BRN013
ACC000192,a4254990-fafe-4114-9450-d7c05796697c,2021-12-05,SAVINGS,BRN046
ACC000193,d36c7587-420f-4c31-a59f-615cb09ccdda,2024-02-03,SAVINGS,BRN028
ACC000194,3de2ef63-1cec-4771-802d-8dc0ee1f5e95,2022-09-09,SAVINGS,BRN009
ACC000195,0bc1c181-69fd-43fa-b2db-77aa069f4f9d,2023-10-30,SAVINGS,BRN048
ACC000196,3b0aae16-f136-4575-ae79-20ff542533c2,2022-08-13,CREDIT_CARD,BRN009
ACC000197,7ad31844-ee00-428a-ba56-f11d46b688cd,2020-10-21,CREDIT_CARD,BRN018
ACC000198,6db7fca2-f21d-4775-84b8-aa1d9baa1dae,2020-08-14,SAVINGS,BRN028
ACC000199,6d2e6133-3a2f-4130-a77c-645e8ce6a3ea,2020-08-04,SAVINGS,BRN012
ACC000200,6b960b7b-c24d-49dc-9fdf-ad6deacd5c66,2023-06-22,CREDIT_CARD,BRN011
ACC000201,4921957e-9fbe-4f17-9d09-7eaf6f71cb8e,2023-05-17,SAVINGS,BRN044
ACC000202,73ed37cd-b97e-4301-94b2-cd482beaa7e3,2020-08-27,SAVINGS,BRN018
ACC000203,75408ed9-e852-4d12-a2b1-d7022b22e009,2022-09-21,CREDIT_CARD,BRN038
ACC000204,a6bb700c-35aa-4a34-a0f3-457192954eb8,2020-09-02,CHECKING,BRN044
ACC000205,15df1aed-47c1-4b9c-9551-5129164414e9,2021-09-16,CHECKING,BRN032
ACC000206,cea83434-5d48-439d-a2bc-e07fd822ead3,2023-07-27,CREDIT_CARD,BRN034
ACC000207,9872ac2c-466a-423c-a885-b4ab22f0f83d,2023-08-03,CHECKING,BRN002
ACC000208,a935de50-fbb8-41eb-982b-43fc169a0639,2023-04-11,CHECKING,BRN033
ACC000209,d500c2d4-6661-49c5-ad00-6fc38544b080,2020-09-10,SAVINGS,BRN040
ACC000210,d28ce2c2-9c5c-4e57-90d1-ccf6f8130d4b,2020-07-27,CREDIT_CARD,BRN032
ACC000211,55a21680-dc5c-4a9b-a4dd-dfd41341d9f2,2021-06-19,CHECKING,BRN026
ACC000212,f7089e21-328f-449a-8771-72402805fb0e,2023-12-24,CREDIT_CARD,BRN023
ACC000213,a8d22de1-6b1a-49d2-be5f-faecccffe321,2024-05-12,CREDIT_CARD,BRN021
ACC000214,38994eb9-dae0-4eac-831f-8545d16e77dc,2023-09-29,SAVINGS,BRN037
ACC000215,0d9081d2-1e1e-4735-901b-94abf49d7634,2021-04-29,CHECKING,BRN028
ACC000216,fc80ba9c-f432-43b8-afdb-894c47736f0c,2020-09-03,CREDIT_CARD,BRN041
ACC000217,b6805208-d522-4949-a390-88df98da0efd,2021-01-13,SAVINGS,BRN047
ACC000218,3e4602a1-5f0d-4683-bcdc-ac08a4fb7502,2024-04-05,SAVINGS,BRN025
ACC000219,c6c72ac7-8b28-4016-bced-766d7a8c5631,2021-01-27,CREDIT_CARD,BRN026
ACC000220,cce1d950-dc28-4e67-84f9-43c037565bbb,2021-08-16,SAVINGS,BRN006
ACC000221,7e2898b7-161a-4702-8b26-da633c96ed37,2023-09-11,CREDIT_CARD,BRN016
ACC000222,52379b16-326a-40d6-9560-53b8e1daa80e,2021-06-18,CHECKING,BRN044
ACC000223,365524a1-eddd-4050-9cb9-a9e4c5bc6a39,2022-04-12,CHECKING,BRN003
ACC000224,be2dcd97-c03e-4e66-a081-b8058f5a0a14,2022-04-17,CREDIT_CARD,BRN049
ACC000225,454d0af6-b6a1-4a02-af5b-12d585492fcb,2022-11-20,CREDIT_CARD,BRN013
ACC000226,83b52d03-2713-474e-8364-10b342150bcf,2022-09-16,CHECKING,BRN001
ACC000227,08a47080-b7b2-4b71-815a-61357a921623,2023-03-31,CREDIT_CARD,BRN038
ACC000228,09a58365-983f-4e5d-861d-9873939bcd5d,2021-07-02,CHECKING,BRN017
ACC000229,55a21680-dc5c-4a9b-a4dd-dfd41341d9f2,2024-02-12,SAVINGS,BRN034
ACC000230,f02f8c18-d3a5-43f3-99ed-eab300cab171,2024-03-01,SAVINGS,BRN046
ACC000231,f7c986a6-c600-4786-80d0-d947148de23f,2024-06-20,CREDIT_CARD,BRN007
ACC000232,8f32aa81-26db-4bc0-a3c1-0d74d415b822,2021-07-13,CHECKING,BRN017
ACC000233,94efc716-4853-4e1c-ad3f-938ca3f97391,2024-05-23,SAVINGS,BRN004
ACC000234,7b5e5ef5-ba01-4a66-b2b1-3509b661f5fe,2023-11-14,CREDIT_CARD,BRN047
ACC000235,3ffb234a-7290-445a-85b0-79b52fb15f37,2023-09-20,CREDIT_CARD,BRN027
ACC000236,b838762d-c722-4bbf-8254-5a3058ffdb87,2022-11-12,CHECKING,BRN039
ACC000237,92f2bd86-3f02-48fd-a99e-3f0902dd46f1,2023-02-04,CREDIT_CARD,BRN003
ACC000238,02464fdd-acc6-48af-8ca3-edb6bc6b4f17,2021-05-21,CREDIT_CARD,BRN012
ACC000239,c9feac29-5cb6-47bf-a7b5-6d85e846d2fa,2023-07-27,CREDIT_CARD,BRN005
ACC000240,521e31b1-797c-429c-9273-f8329b05b0c1,2021-04-21,CREDIT_CARD,BRN018
ACC000241,a3be6cb5-6159-4e80-a767-8fec4e261831,2023-04-12,CHECKING,BRN021
ACC000242,54d7b311-2be4-405d-968d-afe520217da6,2021-05-28,CREDIT_CARD,BRN025
ACC000243,6544ccaa-7fba-4197-9225-ff5c1f4ac3ff,2022-05-03,CREDIT_CARD,BRN014
ACC000244,34d69c37-0e60-43b9-9ebf-eb450b32f12e,2022-05-13,CREDIT_CARD,BRN003
ACC000245,9671448a-3502-40c3-801c-466098b0d3dc,2021-09-22,SAVINGS,BRN045
ACC000246,15b68b51-de59-482f-bf46-01162eb72981,2023-02-14,SAVINGS,BRN010
ACC000247,a63aea5d-e538-4977-abd3-d8e7bc9c5272,2021-06-18,CHECKING,BRN034
ACC000248,903b27e9-1520-4ad9-806e-155c19b46752,2022-05-22,SAVINGS,BRN034
ACC000249,8320b733-4574-4ec8-99e3-6921fad13ffe,2021-01-04,CREDIT_CARD,BRN040
ACC000250,fc2e4673-1214-4536-8869-943de38c6b3e,2021-02-07,CHECKING,BRN035
ACC000251,52b50b03-d32d-411e-a822-1059820ba8c0,2024-04-09,CREDIT_CARD,BRN045
ACC000252,c7fb9289-37e0-48e5-94a7-168d526e67ef,2023-10-01,CHECKING,BRN006
ACC000253,b8cdcf08-649d-441e-a4b1-057bd00eacd7,2022-06-17,CREDIT_CARD,BRN019
ACC000254,a42e44b4-c92f-453c-89cf-215be412d5b9,2023-04-22,SAVINGS,BRN040
ACC000255,a13f88c5-5887-486f-bbaa-34f65600fa9f,2021-11-26,SAVINGS,BRN023
ACC000256,3f3d35e7-499d-4207-aceb-f6db72e724be,2023-07-25,CHECKING,BRN008
ACC000257,ebff772c-b3b4-4ca5-9807-2d7d2d228071,2023-02-12,CHECKING,BRN024
ACC000258,3801b37b-e242-4faf-b767-3990a4613bdc,2020-10-20,SAVINGS,BRN004
ACC000259,c5d2e609-550f-496b-b37f-929fc63655c0,2022-05-11,CHECKING,BRN016
ACC000260,2b60f53b-b7ee-4415-9e2d-90fd72509f46,2022-02-05,SAVINGS,BRN024
ACC000261,2e76906e-0c33-426b-b661-64b2b3b813e0,2021-11-02,SAVINGS,BRN031
ACC000262,47a36abc-8d10-47bb-aae2-6af569c4c676,2022-08-07,CHECKING,BRN001
ACC000263,403b4c80-3c02-478a-94db-89515a07c17a,2022-05-13,CREDIT_CARD,BRN031
ACC000264,68cfb56b-63e0-4526-a70d-e192544d5a81,2024-06-14,CHECKING,BRN002
ACC000265,14fddb27-afe2-4a1d-8748-4b81ff720ac7,2023-10-01,SAVINGS,BRN003
